Fecha,Producto,Ventas,Región,Prediccion
2022-01-26,Producto D,779.0,Región 2,860
2022-01-26,Producto D,796.0,Región 4,825
2022-01-26,Producto D,271.0,Región 3,190
2022-01-27,Producto A,292.0,Región 1,133
2022-01-27,Producto A,313.0,Región 4,124
2022-01-27,Producto B,715.0,Región 2,376
2022-01-27,Producto B,548.0,Región 3,74
2022-01-27,Producto B,103.0,Región 4,563
2022-01-27,Producto B,122.0,Región 1,804
2022-01-27,Producto B,400.0,Región 2,891
2022-01-27,Producto C,953.0,Región 1,715
2022-01-27,Producto C,506.0,Región 1,107
2022-01-27,Producto C,487.0,Región 3,816
2022-01-27,Producto D,159.0,Región 3,285
2022-01-28,Producto A,152.0,Región 3,706
2022-01-28,Producto A,998.0,Región 2,500
2022-01-28,Producto A,950.0,Región 4,738
2022-01-28,Producto A,534.0,Región 1,428
2022-01-28,Producto A,633.0,Región 2,693
2022-01-28,Producto B,526.0,Región 2,235
2022-01-28,Producto B,499.0,Región 1,456
2022-01-28,Producto B,347.0,Región 2,574
2022-01-28,Producto B,380.0,Región 4,251
2022-01-28,Producto C,932.0,Región 4,720
2022-01-28,Producto C,727.0,Región 1,716
2022-01-28,Producto D,883.0,Región 2,412
2022-01-28,Producto D,105.0,Región 2,655
2022-01-28,Producto D,485.0,Región 2,252
2022-01-28,Producto D,932.0,Región 1,243
2022-01-28,Producto D,319.0,Región 2,300
2022-01-29,Producto A,939.0,Región 2,853
2022-01-29,Producto A,193.0,Región 3,592
2022-01-29,Producto B,696.0,Región 3,302
2022-01-29,Producto B,111.0,Región 1,415
2022-01-29,Producto C,839.0,Región 3,692
2022-01-29,Producto C,693.0,Región 1,122
2022-01-29,Producto C,860.0,Región 3,793
2022-01-29,Producto C,849.0,Región 4,629
2022-01-29,Producto C,404.0,Región 1,130
2022-01-29,Producto D,390.0,Región 3,842
2022-01-29,Producto D,124.0,Región 2,729
2022-01-29,Producto D,584.0,Región 4,721
2022-01-30,Producto A,449.0,Región 1,217
2022-01-30,Producto A,131.0,Región 3,239
2022-01-30,Producto A,141.0,Región 3,144
2022-01-30,Producto A,760.0,Región 4,372
2022-01-30,Producto B,219.0,Región 1,391
2022-01-30,Producto B,925.0,Región 2,689
2022-01-30,Producto C,945.0,Región 2,291
2022-01-30,Producto C,133.0,Región 3,58
2022-01-30,Producto C,388.0,Región 3,823
2022-01-30,Producto C,387.0,Región 1,750
2022-01-30,Producto D,297.0,Región 4,70
2022-01-30,Producto D,823.0,Región 1,184
2022-01-31,Producto A,831.0,Región 3,540
2022-01-31,Producto A,111.0,Región 3,501
2022-01-31,Producto A,760.0,Región 1,665
2022-01-31,Producto B,893.0,Región 1,379
2022-01-31,Producto B,471.0,Región 3,626
2022-01-31,Producto B,422.0,Región 4,676
2022-01-31,Producto B,334.0,Región 1,325
2022-01-31,Producto C,821.0,Región 3,751
2022-01-31,Producto C,696.0,Región 3,530
2022-01-31,Producto C,440.0,Región 2,369
2022-01-31,Producto D,600.0,Región 4,211
2022-01-31,Producto D,323.0,Región 3,251
2022-01-31,Producto D,462.0,Región 4,814
2022-02-01,Producto A,603.0,Región 4,160
2022-02-01,Producto A,335.0,Región 1,191
2022-02-01,Producto A,728.0,Región 4,399
2022-02-01,Producto A,592.0,Región 4,542
2022-02-01,Producto B,393.0,Región 3,285
2022-02-01,Producto B,416.0,Región 4,554
2022-02-01,Producto C,591.0,Región 1,660
2022-02-01,Producto C,988.0,Región 2,100
2022-02-01,Producto C,471.0,Región 4,70
2022-02-01,Producto D,685.0,Región 3,595
2022-02-01,Producto D,428.0,Región 4,733
2022-02-01,Producto D,163.0,Región 1,362
2022-02-02,Producto A,967.0,Región 2,107
2022-02-02,Producto A,378.0,Región 1,250
2022-02-02,Producto B,573.0,Región 4,640
2022-02-02,Producto B,928.0,Región 4,209
2022-02-02,Producto C,561.0,Región 3,98
2022-02-02,Producto C,546.0,Región 3,139
2022-02-02,Producto C,751.0,Región 2,142
2022-02-02,Producto C,763.0,Región 1,154
2022-02-02,Producto C,923.0,Región 3,331
2022-02-02,Producto D,676.0,Región 2,517
2022-02-02,Producto D,371.0,Región 3,547
2022-02-02,Producto D,703.0,Región 2,450
2022-02-02,Producto D,147.0,Región 3,323
2022-02-02,Producto D,752.0,Región 3,883
2022-02-03,Producto A,465.0,Región 4,461
2022-02-03,Producto A,571.0,Región 2,623
2022-02-03,Producto B,589.0,Región 2,94
2022-02-03,Producto B,659.0,Región 4,213
2022-02-03,Producto B,948.0,Región 1,264
2022-02-03,Producto B,602.0,Región 4,668
2022-02-03,Producto C,736.0,Región 1,651
2022-02-03,Producto C,510.0,Región 4,543
2022-02-03,Producto D,630.0,Región 3,258
2022-02-03,Producto D,275.0,Región 2,421
2022-02-04,Producto A,640.0,Región 4,777
2022-02-04,Producto A,481.0,Región 3,614
2022-02-04,Producto A,708.0,Región 4,690
2022-02-04,Producto A,809.0,Región 2,60
2022-02-04,Producto B,658.0,Región 4,386
2022-02-04,Producto C,288.0,Región 4,815
2022-02-04,Producto C,724.0,Región 2,891
2022-02-04,Producto C,252.0,Región 4,643
2022-02-04,Producto C,445.0,Región 4,140
2022-02-04,Producto D,857.0,Región 2,66
2022-02-04,Producto D,183.0,Región 1,202
2022-02-04,Producto D,368.0,Región 2,857
2022-02-04,Producto D,742.0,Región 1,411
2022-02-04,Producto D,998.0,Región 4,375
2022-02-05,Producto A,222.0,Región 1,417
2022-02-05,Producto A,698.0,Región 2,483
2022-02-05,Producto A,942.0,Región 2,411
2022-02-05,Producto A,155.0,Región 2,618
2022-02-05,Producto B,779.0,Región 3,580
2022-02-05,Producto B,825.0,Región 3,899
2022-02-05,Producto B,353.0,Región 3,416
2022-02-05,Producto B,308.0,Región 3,871
2022-02-05,Producto C,940.0,Región 1,342
2022-02-05,Producto C,553.0,Región 3,122
2022-02-05,Producto C,324.0,Región 4,683
2022-02-05,Producto C,150.0,Región 2,141
2022-02-05,Producto D,463.0,Región 3,789
2022-02-06,Producto A,214.0,Región 1,684
2022-02-06,Producto A,836.0,Región 1,740
2022-02-06,Producto A,240.0,Región 1,621
2022-02-06,Producto A,605.0,Región 4,515
2022-02-06,Producto B,403.0,Región 3,770
2022-02-06,Producto B,477.0,Región 3,817
2022-02-06,Producto B,481.0,Región 3,720
2022-02-06,Producto B,148.0,Región 3,385
2022-02-06,Producto C,598.0,Región 1,437
2022-02-06,Producto C,691.0,Región 2,756
2022-02-06,Producto C,384.0,Región 3,392
2022-02-06,Producto D,198.0,Región 1,356
2022-02-06,Producto D,225.0,Región 4,811
2022-02-07,Producto A,338.0,Región 4,771
2022-02-07,Producto A,656.0,Región 2,631
2022-02-07,Producto A,751.0,Región 1,81
2022-02-07,Producto A,260.0,Región 2,467
2022-02-07,Producto B,861.0,Región 3,51
2022-02-07,Producto B,643.0,Región 1,622
2022-02-07,Producto B,925.0,Región 4,554
2022-02-07,Producto B,909.0,Región 4,317
2022-02-07,Producto C,678.0,Región 1,497
2022-02-07,Producto D,939.0,Región 2,529
2022-02-07,Producto D,685.0,Región 3,880
2022-02-07,Producto D,721.0,Región 3,760
2022-02-07,Producto D,274.0,Región 2,499
2022-02-08,Producto A,394.0,Región 3,272
2022-02-08,Producto A,937.0,Región 3,408
2022-02-08,Producto B,547.0,Región 2,696
2022-02-08,Producto B,304.0,Región 1,136
2022-02-08,Producto B,556.0,Región 3,640
2022-02-08,Producto B,635.0,Región 1,660
2022-02-08,Producto C,187.0,Región 2,375
2022-02-08,Producto C,822.0,Región 1,229
2022-02-08,Producto C,900.0,Región 1,832
2022-02-08,Producto D,169.0,Región 3,254
2022-02-08,Producto D,383.0,Región 2,616
2022-02-08,Producto D,603.0,Región 1,839
2022-02-08,Producto D,581.0,Región 3,399
2022-02-08,Producto D,738.0,Región 2,746
2022-02-09,Producto A,904.0,Región 4,845
2022-02-09,Producto A,901.0,Región 4,738
2022-02-09,Producto A,926.0,Región 2,394
2022-02-09,Producto A,602.0,Región 3,375
2022-02-09,Producto B,394.0,Región 3,358
2022-02-09,Producto B,932.0,Región 2,764
2022-02-09,Producto C,446.0,Región 3,419
2022-02-09,Producto C,815.0,Región 1,665
2022-02-09,Producto D,974.0,Región 1,453
2022-02-10,Producto A,618.0,Región 3,523
2022-02-10,Producto A,622.0,Región 1,579
2022-02-10,Producto A,923.0,Región 2,226
2022-02-10,Producto A,962.0,Región 4,91
2022-02-10,Producto A,679.0,Región 4,120
2022-02-10,Producto B,670.0,Región 4,434
2022-02-10,Producto B,395.0,Región 3,266
2022-02-10,Producto B,773.0,Región 4,480
2022-02-10,Producto B,540.0,Región 2,606
2022-02-10,Producto C,362.0,Región 1,221
2022-02-10,Producto C,511.0,Región 1,743
2022-02-10,Producto C,375.0,Región 4,608
2022-02-10,Producto D,475.0,Región 1,324
2022-02-11,Producto A,795.0,Región 3,111
2022-02-11,Producto A,359.0,Región 2,506
2022-02-11,Producto A,639.0,Región 2,83
2022-02-11,Producto A,657.0,Región 4,379
2022-02-11,Producto B,640.0,Región 1,569
2022-02-11,Producto C,245.0,Región 2,278
2022-02-11,Producto C,580.0,Región 2,357
2022-02-11,Producto C,842.0,Región 1,709
2022-02-11,Producto D,778.0,Región 4,284
2022-02-11,Producto D,150.0,Región 3,446
2022-02-11,Producto D,893.0,Región 2,642
2022-02-11,Producto D,283.0,Región 1,490
2022-02-12,Producto A,595.0,Región 4,218
2022-02-12,Producto A,524.0,Región 3,580
2022-02-12,Producto A,810.0,Región 2,258
2022-02-12,Producto A,707.0,Región 1,311
2022-02-12,Producto A,985.0,Región 2,628
2022-02-12,Producto B,311.0,Región 1,346
2022-02-12,Producto B,651.0,Región 3,120
2022-02-12,Producto B,157.0,Región 1,140
2022-02-12,Producto B,737.0,Región 2,862
2022-02-12,Producto B,611.0,Región 3,509
2022-02-12,Producto C,147.0,Región 4,239
2022-02-12,Producto C,603.0,Región 4,596
2022-02-12,Producto C,335.0,Región 2,592
2022-02-12,Producto C,646.0,Región 2,514
2022-02-12,Producto D,175.0,Región 4,302
2022-02-12,Producto D,443.0,Región 4,846
2022-02-12,Producto D,939.0,Región 4,439
2022-02-12,Producto D,267.0,Región 3,478
2022-02-13,Producto A,901.0,Región 4,221
2022-02-13,Producto B,427.0,Región 2,875
2022-02-13,Producto B,422.0,Región 2,886
2022-02-13,Producto B,445.0,Región 1,171
2022-02-13,Producto C,438.0,Región 1,276
2022-02-13,Producto C,399.0,Región 1,199
2022-02-13,Producto C,916.0,Región 4,414
2022-02-13,Producto C,462.0,Región 2,222
2022-02-13,Producto C,772.0,Región 3,147
2022-02-13,Producto D,481.0,Región 1,548
2022-02-13,Producto D,587.0,Región 3,130
2022-02-13,Producto D,307.0,Región 2,779
2022-02-13,Producto D,511.0,Región 1,704
2022-02-14,Producto A,166.0,Región 3,499
2022-02-14,Producto A,362.0,Región 1,87
2022-02-14,Producto A,767.0,Región 4,566
2022-02-14,Producto A,251.0,Región 1,670
2022-02-14,Producto A,367.0,Región 1,855
2022-02-14,Producto B,794.0,Región 1,636
2022-02-14,Producto B,793.0,Región 4,784
2022-02-14,Producto B,732.0,Región 4,731
2022-02-14,Producto B,282.0,Región 3,639
2022-02-14,Producto C,229.0,Región 4,572
2022-02-14,Producto D,145.0,Región 2,619
2022-02-14,Producto D,884.0,Región 3,774
2022-02-14,Producto D,373.0,Región 1,773
2022-02-14,Producto D,871.0,Región 3,593
2022-02-14,Producto D,546.0,Región 1,648
2022-02-15,Producto A,612.0,Región 4,85
2022-02-15,Producto A,130.0,Región 3,620
2022-02-15,Producto A,668.0,Región 3,464
2022-02-15,Producto B,755.0,Región 3,877
2022-02-15,Producto B,688.0,Región 3,501
2022-02-15,Producto B,528.0,Región 2,197
2022-02-15,Producto B,844.0,Región 2,539
2022-02-15,Producto B,243.0,Región 2,287
2022-02-15,Producto C,224.0,Región 1,353
2022-02-15,Producto C,437.0,Región 2,204
2022-02-15,Producto D,945.0,Región 1,689
2022-02-16,Producto A,846.0,Región 4,398
2022-02-16,Producto A,737.0,Región 4,160
2022-02-16,Producto B,313.0,Región 3,288
2022-02-16,Producto B,836.0,Región 4,660
2022-02-16,Producto B,364.0,Región 2,261
2022-02-16,Producto B,519.0,Región 3,785
2022-02-16,Producto B,604.0,Región 1,640
2022-02-16,Producto C,494.0,Región 2,122
2022-02-16,Producto D,224.0,Región 3,446
2022-02-17,Producto A,779.0,Región 2,426
2022-02-17,Producto A,774.0,Región 2,114
2022-02-17,Producto B,765.0,Región 1,218
2022-02-17,Producto B,344.0,Región 1,51
2022-02-17,Producto B,866.0,Región 3,272
2022-02-17,Producto C,192.0,Región 1,514
2022-02-17,Producto C,952.0,Región 4,731
2022-02-17,Producto C,657.0,Región 4,364
2022-02-17,Producto C,511.0,Región 4,153
2022-02-17,Producto C,468.0,Región 4,280
2022-02-17,Producto D,394.0,Región 1,467
2022-02-17,Producto D,633.0,Región 3,319
2022-02-18,Producto A,887.0,Región 4,706
2022-02-18,Producto A,406.0,Región 4,590
2022-02-18,Producto A,211.0,Región 4,807
2022-02-18,Producto B,342.0,Región 3,640
2022-02-18,Producto B,721.0,Región 4,599
2022-02-18,Producto B,345.0,Región 1,893
2022-02-18,Producto C,504.0,Región 3,694
2022-02-18,Producto C,108.0,Región 2,637
2022-02-18,Producto C,727.0,Región 4,813
2022-02-18,Producto C,700.0,Región 1,160
2022-02-18,Producto D,254.0,Región 1,680
2022-02-19,Producto A,729.0,Región 4,573
2022-02-19,Producto B,128.0,Región 2,95
2022-02-19,Producto B,463.0,Región 1,556
2022-02-19,Producto B,248.0,Región 1,447
2022-02-19,Producto C,619.0,Región 4,350
2022-02-19,Producto C,202.0,Región 1,278
2022-02-19,Producto C,840.0,Región 3,109
2022-02-19,Producto D,859.0,Región 3,97
2022-02-19,Producto D,417.0,Región 3,169
2022-02-19,Producto D,548.0,Región 4,484
2022-02-19,Producto D,569.0,Región 2,564
2022-02-19,Producto D,444.0,Región 1,137
2022-02-20,Producto A,604.0,Región 2,492
2022-02-20,Producto B,413.0,Región 3,801
2022-02-20,Producto B,839.0,Región 1,461
2022-02-20,Producto B,638.0,Región 3,321
2022-02-20,Producto C,700.0,Región 1,396
2022-02-20,Producto C,435.0,Región 3,89
2022-02-20,Producto D,260.0,Región 2,728
2022-02-20,Producto D,234.0,Región 4,137
2022-02-20,Producto D,885.0,Región 3,313
2022-02-20,Producto D,420.0,Región 4,517
2022-02-20,Producto D,857.0,Región 4,530
2022-02-21,Producto A,274.0,Región 1,50
2022-02-21,Producto B,995.0,Región 2,141
2022-02-21,Producto B,295.0,Región 4,430
2022-02-21,Producto B,614.0,Región 4,795
2022-02-21,Producto B,333.0,Región 3,321
2022-02-21,Producto C,589.0,Región 4,499
2022-02-21,Producto C,289.0,Región 1,383
2022-02-21,Producto C,162.0,Región 1,515
2022-02-21,Producto C,951.0,Región 1,458
2022-02-21,Producto D,614.0,Región 2,231
2022-02-22,Producto A,407.0,Región 1,471
2022-02-22,Producto A,469.0,Región 3,344
2022-02-22,Producto A,965.0,Región 1,349
2022-02-22,Producto A,979.0,Región 3,700
2022-02-22,Producto B,102.0,Región 4,636
2022-02-22,Producto C,691.0,Región 1,412
2022-02-22,Producto D,891.0,Región 2,658
2022-02-22,Producto D,636.0,Región 3,440
2022-02-23,Producto A,126.0,Región 2,661
2022-02-23,Producto A,950.0,Región 4,196
2022-02-23,Producto A,772.0,Región 3,697
2022-02-23,Producto A,668.0,Región 4,722
2022-02-23,Producto B,586.0,Región 3,682
2022-02-23,Producto B,714.0,Región 1,462
2022-02-23,Producto B,348.0,Región 1,407
2022-02-23,Producto C,325.0,Región 2,481
2022-02-23,Producto C,282.0,Región 1,695
2022-02-23,Producto C,559.0,Región 2,750
2022-02-23,Producto D,503.0,Región 1,128
2022-02-23,Producto D,596.0,Región 3,703
2022-02-23,Producto D,838.0,Región 1,217
2022-02-23,Producto D,334.0,Región 4,522
2022-02-23,Producto D,391.0,Región 2,608
2022-02-24,Producto A,134.0,Región 2,631
2022-02-24,Producto A,400.0,Región 3,818
2022-02-24,Producto A,734.0,Región 4,59
2022-02-24,Producto A,171.0,Región 4,132
2022-02-24,Producto A,726.0,Región 3,151
2022-02-24,Producto B,579.0,Región 1,200
2022-02-24,Producto C,439.0,Región 2,162
2022-02-24,Producto C,573.0,Región 1,664
2022-02-24,Producto C,888.0,Región 3,347
2022-02-24,Producto C,261.0,Región 1,120
2022-02-24,Producto C,967.0,Región 1,496
2022-02-24,Producto D,854.0,Región 2,399
2022-02-24,Producto D,591.0,Región 2,107
2022-02-24,Producto D,841.0,Región 1,843
2022-02-24,Producto D,990.0,Región 3,132
2022-02-25,Producto A,695.0,Región 4,397
2022-02-25,Producto A,615.0,Región 3,893
2022-02-25,Producto A,561.0,Región 4,166
2022-02-25,Producto B,753.0,Región 2,665
2022-02-25,Producto C,395.0,Región 3,437
2022-02-25,Producto C,740.0,Región 2,241
2022-02-25,Producto C,113.0,Región 1,339
2022-02-25,Producto C,143.0,Región 3,510
2022-02-25,Producto C,304.0,Región 4,418
2022-02-25,Producto D,984.0,Región 1,106
2022-02-25,Producto D,656.0,Región 3,654
2022-02-25,Producto D,633.0,Región 2,443
2022-02-26,Producto A,133.0,Región 1,843
2022-02-26,Producto A,173.0,Región 1,421
2022-02-26,Producto A,813.0,Región 4,897
2022-02-26,Producto A,774.0,Región 2,611
2022-02-26,Producto B,999.0,Región 1,76
2022-02-26,Producto B,519.0,Región 1,887
2022-02-26,Producto C,431.0,Región 1,700
2022-02-26,Producto C,838.0,Región 2,195
2022-02-26,Producto D,955.0,Región 3,238
2022-02-27,Producto A,147.0,Región 3,311
2022-02-27,Producto A,147.0,Región 1,563
2022-02-27,Producto A,606.0,Región 1,584
2022-02-27,Producto A,848.0,Región 1,619
2022-02-27,Producto B,713.0,Región 3,567
2022-02-27,Producto C,342.0,Región 3,684
2022-02-27,Producto C,694.0,Región 2,539
2022-02-27,Producto C,804.0,Región 3,55
2022-02-27,Producto C,747.0,Región 3,577
2022-02-27,Producto D,147.0,Región 2,813
2022-02-27,Producto D,802.0,Región 1,838
2022-02-28,Producto A,228.0,Región 4,857
2022-02-28,Producto B,213.0,Región 4,265
2022-02-28,Producto C,975.0,Región 2,677
2022-02-28,Producto D,104.0,Región 2,680
2022-02-28,Producto D,223.0,Región 3,697
2022-03-01,Producto A,552.0,Región 2,848
2022-03-01,Producto A,944.0,Región 4,750
2022-03-01,Producto B,847.0,Región 2,677
2022-03-01,Producto C,162.0,Región 2,372
2022-03-01,Producto C,925.0,Región 4,397
2022-03-01,Producto C,265.0,Región 3,148
2022-03-01,Producto D,579.0,Región 1,262
2022-03-01,Producto D,785.0,Región 3,301
2022-03-02,Producto A,263.0,Región 2,156
2022-03-02,Producto A,404.0,Región 1,668
2022-03-02,Producto A,558.0,Región 3,353
2022-03-02,Producto A,658.0,Región 3,733
2022-03-02,Producto A,743.0,Región 2,372
2022-03-02,Producto B,641.0,Región 2,704
2022-03-02,Producto B,876.0,Región 2,552
2022-03-02,Producto B,703.0,Región 1,839
2022-03-02,Producto B,545.0,Región 1,77
2022-03-02,Producto C,785.0,Región 4,294
2022-03-02,Producto D,667.0,Región 3,201
2022-03-02,Producto D,936.0,Región 2,454
2022-03-03,Producto A,593.0,Región 4,201
2022-03-03,Producto A,128.0,Región 3,774
2022-03-03,Producto A,236.0,Región 2,230
2022-03-03,Producto B,767.0,Región 3,613
2022-03-03,Producto C,859.0,Región 2,704
2022-03-03,Producto C,866.0,Región 4,373
2022-03-03,Producto C,852.0,Región 4,459
2022-03-03,Producto C,107.0,Región 2,868
2022-03-03,Producto D,705.0,Región 1,610
2022-03-03,Producto D,754.0,Región 1,872
2022-03-03,Producto D,295.0,Región 4,719
2022-03-03,Producto D,298.0,Región 3,628
2022-03-03,Producto D,349.0,Región 2,524
2022-03-04,Producto A,894.0,Región 3,50
2022-03-04,Producto A,493.0,Región 2,532
2022-03-04,Producto A,434.0,Región 4,724
2022-03-04,Producto B,482.0,Región 4,323
2022-03-04,Producto C,416.0,Región 3,300
2022-03-04,Producto C,692.0,Región 3,762
2022-03-04,Producto C,923.0,Región 3,193
2022-03-04,Producto C,466.0,Región 3,798
2022-03-04,Producto C,362.0,Región 3,593
2022-03-04,Producto D,166.0,Región 3,95
2022-03-05,Producto A,783.0,Región 2,483
2022-03-05,Producto B,562.0,Región 2,416
2022-03-05,Producto B,288.0,Región 1,95
2022-03-05,Producto B,547.0,Región 2,772
2022-03-05,Producto B,405.0,Región 2,177
2022-03-05,Producto C,455.0,Región 1,543
2022-03-05,Producto C,392.0,Región 1,802
2022-03-05,Producto C,259.0,Región 1,337
2022-03-05,Producto C,655.0,Región 2,436
2022-03-05,Producto C,149.0,Región 2,895
2022-03-05,Producto D,390.0,Región 3,182
2022-03-05,Producto D,475.0,Región 3,178
2022-03-06,Producto A,768.0,Región 2,700
2022-03-06,Producto A,263.0,Región 2,896
2022-03-06,Producto A,101.0,Región 3,466
2022-03-06,Producto A,768.0,Región 3,632
2022-03-06,Producto B,317.0,Región 4,862
2022-03-06,Producto C,625.0,Región 2,431
2022-03-06,Producto C,630.0,Región 3,485
2022-03-06,Producto C,563.0,Región 1,368
2022-03-06,Producto D,838.0,Región 3,452
2022-03-07,Producto A,103.0,Región 3,842
2022-03-07,Producto A,218.0,Región 2,599
2022-03-07,Producto A,669.0,Región 3,313
2022-03-07,Producto A,413.0,Región 1,189
2022-03-07,Producto A,709.0,Región 2,755
2022-03-07,Producto B,264.0,Región 2,666
2022-03-07,Producto B,975.0,Región 4,138
2022-03-07,Producto B,932.0,Región 3,219
2022-03-07,Producto C,773.0,Región 1,597
2022-03-07,Producto C,975.0,Región 1,730
2022-03-07,Producto D,402.0,Región 3,882
2022-03-07,Producto D,446.0,Región 3,899
2022-03-07,Producto D,417.0,Región 1,371
2022-03-07,Producto D,187.0,Región 3,134
2022-03-07,Producto D,535.0,Región 1,894
2022-03-08,Producto A,574.0,Región 1,334
2022-03-08,Producto A,659.0,Región 2,639
2022-03-08,Producto B,674.0,Región 3,78
2022-03-08,Producto B,527.0,Región 3,535
2022-03-08,Producto B,634.0,Región 1,546
2022-03-08,Producto B,982.0,Región 4,600
2022-03-08,Producto C,750.0,Región 1,330
2022-03-08,Producto D,515.0,Región 4,766
2022-03-09,Producto A,555.0,Región 3,578
2022-03-09,Producto A,146.0,Región 4,787
2022-03-09,Producto A,602.0,Región 1,210
2022-03-09,Producto A,521.0,Región 4,844
2022-03-09,Producto B,615.0,Región 4,140
2022-03-09,Producto C,762.0,Región 4,94
2022-03-09,Producto C,317.0,Región 4,234
2022-03-09,Producto C,566.0,Región 4,376
2022-03-09,Producto C,881.0,Región 3,521
2022-03-09,Producto C,880.0,Región 4,177
2022-03-09,Producto D,781.0,Región 4,271
2022-03-09,Producto D,515.0,Región 1,756
2022-03-09,Producto D,594.0,Región 2,584
2022-03-09,Producto D,298.0,Región 3,282
2022-03-10,Producto A,524.0,Región 1,603
2022-03-10,Producto A,494.0,Región 3,850
2022-03-10,Producto A,543.0,Región 1,580
2022-03-10,Producto B,849.0,Región 4,269
2022-03-10,Producto B,781.0,Región 3,183
2022-03-10,Producto B,140.0,Región 4,77
2022-03-10,Producto C,927.0,Región 4,890
2022-03-10,Producto C,606.0,Región 3,322
2022-03-10,Producto C,739.0,Región 4,640
2022-03-10,Producto C,303.0,Región 1,131
2022-03-10,Producto C,846.0,Región 1,251
2022-03-10,Producto D,961.0,Región 1,417
2022-03-10,Producto D,662.0,Región 4,620
2022-03-10,Producto D,776.0,Región 2,571
2022-03-10,Producto D,271.0,Región 2,748
2022-03-11,Producto A,641.0,Región 4,780
2022-03-11,Producto A,556.0,Región 2,798
2022-03-11,Producto A,433.0,Región 4,394
2022-03-11,Producto A,732.0,Región 3,178
2022-03-11,Producto A,188.0,Región 1,491
2022-03-11,Producto B,462.0,Región 1,348
2022-03-11,Producto B,413.0,Región 3,111
2022-03-11,Producto B,922.0,Región 4,776
2022-03-11,Producto C,901.0,Región 4,527
2022-03-11,Producto C,970.0,Región 4,234
2022-03-11,Producto C,367.0,Región 2,59
2022-03-11,Producto C,550.0,Región 2,681
2022-03-11,Producto D,119.0,Región 3,688
2022-03-11,Producto D,996.0,Región 2,567
2022-03-11,Producto D,950.0,Región 4,303
2022-03-11,Producto D,692.0,Región 1,447
2022-03-12,Producto A,567.0,Región 1,693
2022-03-12,Producto B,786.0,Región 1,499
2022-03-12,Producto B,835.0,Región 4,313
2022-03-12,Producto B,182.0,Región 1,562
2022-03-12,Producto B,178.0,Región 1,513
2022-03-12,Producto C,199.0,Región 2,185
2022-03-12,Producto C,444.0,Región 2,283
2022-03-12,Producto C,805.0,Región 4,209
2022-03-12,Producto C,794.0,Región 2,250
2022-03-12,Producto D,418.0,Región 2,591
2022-03-12,Producto D,181.0,Región 4,59
2022-03-13,Producto A,573.0,Región 1,286
2022-03-13,Producto A,506.0,Región 4,587
2022-03-13,Producto A,143.0,Región 3,222
2022-03-13,Producto A,920.0,Región 1,473
2022-03-13,Producto B,874.0,Región 1,65
2022-03-13,Producto B,357.0,Región 4,559
2022-03-13,Producto C,254.0,Región 1,804
2022-03-13,Producto D,618.0,Región 3,387
2022-03-14,Producto A,257.0,Región 1,372
2022-03-14,Producto B,105.0,Región 4,457
2022-03-14,Producto C,478.0,Región 3,546
2022-03-14,Producto C,221.0,Región 3,730
2022-03-14,Producto D,441.0,Región 3,679
2022-03-14,Producto D,733.0,Región 2,563
2022-03-14,Producto D,456.0,Región 4,335
2022-03-14,Producto D,738.0,Región 2,770
2022-03-14,Producto D,255.0,Región 2,550
2022-03-15,Producto A,225.0,Región 1,775
2022-03-15,Producto A,641.0,Región 2,815
2022-03-15,Producto B,338.0,Región 3,699
2022-03-15,Producto B,620.0,Región 3,265
2022-03-15,Producto B,494.0,Región 1,488
2022-03-15,Producto B,650.0,Región 1,451
2022-03-15,Producto C,267.0,Región 1,622
2022-03-15,Producto D,387.0,Región 1,482
2022-03-15,Producto D,604.0,Región 4,380
2022-03-16,Producto A,349.0,Región 1,216
2022-03-16,Producto A,866.0,Región 2,407
2022-03-16,Producto B,766.0,Región 2,255
2022-03-16,Producto B,848.0,Región 2,444
2022-03-16,Producto B,898.0,Región 4,304
2022-03-16,Producto B,261.0,Región 2,540
2022-03-16,Producto C,487.0,Región 1,649
2022-03-16,Producto C,840.0,Región 4,485
2022-03-16,Producto C,539.0,Región 2,174
2022-03-16,Producto C,340.0,Región 1,252
2022-03-16,Producto D,754.0,Región 2,528
2022-03-16,Producto D,370.0,Región 2,396
2022-03-16,Producto D,767.0,Región 2,391
2022-03-16,Producto D,967.0,Región 4,774
2022-03-16,Producto D,587.0,Región 4,806
2022-03-17,Producto A,581.0,Región 1,509
2022-03-17,Producto A,230.0,Región 4,472
2022-03-17,Producto B,933.0,Región 1,841
2022-03-17,Producto B,836.0,Región 3,473
2022-03-17,Producto C,962.0,Región 4,360
2022-03-17,Producto C,578.0,Región 2,591
2022-03-17,Producto C,237.0,Región 4,795
2022-03-17,Producto C,647.0,Región 2,705
2022-03-17,Producto C,621.0,Región 2,330
2022-03-17,Producto D,920.0,Región 3,793
2022-03-17,Producto D,848.0,Región 1,197
2022-03-17,Producto D,685.0,Región 1,446
2022-03-17,Producto D,104.0,Región 3,665
2022-03-17,Producto D,677.0,Región 1,59
2022-03-18,Producto A,459.0,Región 4,462
2022-03-18,Producto A,740.0,Región 2,561
2022-03-18,Producto B,709.0,Región 2,103
2022-03-18,Producto B,327.0,Región 1,517
2022-03-18,Producto B,256.0,Región 1,620
2022-03-18,Producto B,298.0,Región 4,531
2022-03-18,Producto B,394.0,Región 2,268
2022-03-18,Producto C,857.0,Región 1,464
